60,0,0.87410626875
64,0,0.857142
64,0.857142,1.73124826875
65,1.714284,2.58839026875
67,2.571426,3.428568
67,3.428568,4.30267426875
65,4.28571,5.15981626875
64,5.142852,6.01695826875
62,5.999994,6.87410026875
60,6.857136,7.714278
60,7.714278,8.58838426875
62,8.57142,9.44552626875
64,9.428562,10.285704
64,10.285704,11.5946312625
62,11.571417,11.999988
62,11.999988,13.62766494375
60,13.714272,14.58837826875
64,13.714272,14.571414
64,14.571414,15.44552026875
65,15.428556,16.30266226875
67,16.285698,17.14284
67,17.14284,18.01694626875
65,17.999982,18.87408826875
64,18.857124,19.73123026875
62,19.714266,20.58837226875
60,20.571408,21.42855
60,21.42855,22.30265626875
62,22.285692,23.15979826875
64,23.142834,24.01694026875
62,23.999976,25.3089032625
60,25.285689,25.71426
60,25.71426,27.34193694375
62,27.428544,28.285686
62,28.285686,29.15979226875
64,29.142828,30.01693426875
60,29.99997,30.87407626875
62,30.857112,31.73121826875
64,31.714254,32.14996785
65,32.142825,32.57853885
64,32.571396,33.44550226875
60,33.428538,34.30264426875
62,34.28568,35.15978626875
64,35.142822,35.57853585
65,35.571393,36.00710685
64,35.999964,36.87407026875
62,36.857106,37.73121226875
60,37.714248,38.58835426875
62,38.57139,39.38478204375
64,40.285674,41.999958
60,41.142816,42.8571000000001
64,41.999958,42.8740642687501
65,42.8571000000001,43.7312062687501
67,43.7142420000001,44.5713840000001
67,44.5713840000001,45.4454902687501
65,45.4285260000001,46.3026322687501
64,46.2856680000001,47.1597742687501
62,47.1428100000001,48.0169162687501
60,47.9999520000001,48.8570940000001
60,48.8570940000001,49.7312002687501
62,49.7142360000001,50.5883422687501
64,50.5713780000001,51.4454842687501
60,50.5713780000001,51.4285200000001
62,51.4285200000001,52.7374472625001
60,52.7142330000001,53.1428040000001
60,53.1428040000001,54.7704809437501
