2,0,67,64,0,0.72,2,4
2,0,60,64,0,1.44,3,9
2,0,69,64,0.72,0.96,5,6
2,0,67,64,0.96,1.44,7,8
2,0,64,64,1.44,2.88,10,11
2,0,67,64,2.88,3.6,12,14
2,0,60,64,2.88,4.32,13,19
2,0,69,64,3.6,3.84,15,16
2,0,67,64,3.84,4.32,17,18
2,0,64,64,4.32,5.76,20,21
2,0,65,64,5.76,6.72,22,25
2,0,74,64,5.76,6.72,23,24
2,0,74,64,6.72,7.2,26,27
2,0,65,64,7.2,8.64,28,31
2,0,71,64,7.2,8.64,29,30
2,0,67,64,8.64,9.6,32,35
2,0,72,64,8.64,9.6,33,34
2,0,72,64,9.6,10.08,36,37
2,0,64,64,10.08,11.52,38,41
2,0,67,64,10.08,11.52,39,40
2,0,65,64,11.52,12.48,42,45
2,0,69,64,11.52,12.48,43,44
2,0,69,64,12.48,12.96,46,47
2,0,65,64,12.96,13.68,48,51
2,0,72,64,12.96,13.68,49,50
2,0,71,64,13.68,13.92,52,53
2,0,69,64,13.92,14.4,54,55
2,0,67,64,14.4,15.12,56,57
2,0,69,64,15.12,15.36,58,59
2,0,67,64,15.36,15.84,60,61
2,0,64,64,15.84,17.28,62,63
2,0,65,64,17.28,18.24,64,67
2,0,69,64,17.28,18.24,65,66
2,0,69,64,18.24,18.72,68,69
2,0,65,64,18.72,19.44,70,73
2,0,72,64,18.72,19.44,71,72
2,0,71,64,19.44,19.68,74,75
2,0,69,64,19.68,20.16,76,77
2,0,67,64,20.16,20.88,78,79
2,0,69,64,20.88,21.12,80,81
2,0,67,64,21.12,21.6,82,83
2,0,64,64,21.6,23.04,84,85
2,0,71,64,23.04,24,86,89
2,0,74,64,23.04,24,87,88
2,0,71,64,24,24.48,90,93
2,0,74,64,24,24.48,91,92
2,0,71,64,24.48,25.2,94,97
2,0,77,64,24.48,25.2,95,96
2,0,74,64,25.2,25.44,98,99
2,0,71,64,25.44,25.92,100,101
2,0,67,64,25.92,27.36,102,105
2,0,72,64,25.92,27.36,103,104
2,0,67,64,27.36,28.8,106,109
2,0,76,64,27.36,28.8,107,108
2,0,72,64,28.8,29.28,110,111
2,0,67,64,29.28,29.76,112,113
2,0,64,64,29.76,30.24,114,115
2,0,67,64,30.24,30.96,116,117
2,0,65,64,30.96,31.2,118,119
2,0,62,64,31.2,31.68,120,121
2,0,60,64,31.68,34.56,122,123
